,date,month,hour,values_2023,values_2022,values_2021,values_2020,values_2019,values_2018
4147,22.0,6.0,18.0,180.2,195.2,217.6,240.0,262.4,284.8
4148,22.0,6.0,19.0,172.8,228.0,266.0,304.0,342.0,380.0
4149,22.0,6.0,20.0,190.0,245.2,320.4,395.6,470.8,546.0
4150,22.0,6.0,21.0,170.0,251.0,326.4,401.8,477.2,552.6
4151,22.0,6.0,22.0,175.6,258.8,321.6,384.4,447.2,510.0
4152,22.0,6.0,23.0,196.0,245.9,315.6,385.3,455.0,524.7
4153,23.0,6.0,0.0,176.2,205.5,230.0,254.5,279.0,303.5
4154,23.0,6.0,1.0,181.0,195.2,220.4,245.6,270.8,296.0
4155,23.0,6.0,2.0,170.0,212.9,267.6,322.3,377.0,431.7
4156,23.0,6.0,3.0,158.2,239.0,309.6,380.2,450.8,521.4
4157,23.0,6.0,4.0,168.4,192.0,225.6,259.2,292.8,326.4
4158,23.0,6.0,5.0,158.4,97.7,34.0,-29.7,-93.4,-157.1
4159,23.0,6.0,6.0,161.4,147.1,127.6,108.1,88.6,69.1
4160,23.0,6.0,7.0,166.6,234.5,311.2,387.9,464.6,541.3
4161,23.0,6.0,8.0,157.8,183.9,200.8,217.7,234.6,251.5
4162,23.0,6.0,9.0,167.0,210.5,249.6,288.7,327.8,366.9
4163,23.0,6.0,10.0,171.4,248.2,329.6,411.0,492.4,573.8
4164,23.0,6.0,11.0,166.8,247.8,327.6,407.4,487.2,567.0
4165,23.0,6.0,12.0,168.0,228.3,298.8,369.3,439.8,510.3
4166,23.0,6.0,13.0,157.8,77.5,17.6,-42.3,-102.2,-162.1
4167,23.0,6.0,14.0,137.4,60.4,16.0,-28.4,-72.8,-117.2
4168,23.0,6.0,15.0,104.8,8.5,11.2,13.9,16.6,19.3
4169,23.0,6.0,16.0,5.8,7.5,10.4,13.3,16.2,19.1
4170,23.0,6.0,17.0,4.6,8.3,11.6,14.9,18.2,21.5
4171,23.0,6.0,18.0,5.0,8.8,12.8,16.8,20.8,24.8
4172,23.0,6.0,19.0,4.8,8.9,13.6,18.3,23.0,27.7
4173,23.0,6.0,20.0,4.2,14.4,23.6,32.8,42.0,51.2
4174,23.0,6.0,21.0,5.2,17.0,29.6,42.2,54.8,67.4
4175,23.0,6.0,22.0,4.4,14.0,22.8,31.6,40.4,49.2
4176,23.0,6.0,23.0,5.2,17.5,20.0,22.5,25.0,27.5
4177,24.0,6.0,0.0,15.0,59.5,18.8,-21.9,-62.6,-103.3
4178,24.0,6.0,1.0,100.2,83.6,18.4,-46.8,-112.0,-177.2
4179,24.0,6.0,2.0,148.8,85.4,16.4,-52.6,-121.6,-190.6
4180,24.0,6.0,3.0,154.4,85.4,14.8,-55.8,-126.4,-197.0
4181,24.0,6.0,4.0,156.0,86.1,17.6,-50.9,-119.4,-187.9
4182,24.0,6.0,5.0,154.6,85.6,17.6,-50.4,-118.4,-186.4
4183,24.0,6.0,6.0,153.6,64.3,21.6,-21.1,-63.8,-106.5
4184,24.0,6.0,7.0,107.0,65.7,23.6,-18.5,-60.6,-102.7
4185,24.0,6.0,8.0,107.8,64.7,22.8,-19.1,-61.0,-102.9
4186,24.0,6.0,9.0,106.6,65.6,21.6,-22.4,-66.4,-110.4
4187,24.0,6.0,10.0,109.6,46.3,70.8,95.3,119.8,144.3
4188,24.0,6.0,11.0,21.8,117.7,227.2,336.7,446.2,555.7
4189,24.0,6.0,12.0,8.2,179.4,351.6,523.8,696.0,868.2
4190,24.0,6.0,13.0,7.2,183.1,358.0,532.9,707.8,882.7
4191,24.0,6.0,14.0,8.2,173.1,341.2,509.3,677.4,845.5
4192,24.0,6.0,15.0,5.0,170.1,334.4,498.7,663.0,827.3
4193,24.0,6.0,16.0,5.8,172.4,339.2,506.0,672.8,839.6
4194,24.0,6.0,17.0,5.6,172.4,339.6,506.8,674.0,841.2
4195,24.0,6.0,18.0,5.2,172.0,338.4,504.8,671.2,837.6
4196,24.0,6.0,19.0,5.6,116.7,228.8,340.9,453.0,565.1
4197,24.0,6.0,20.0,4.6,14.5,23.2,31.9,40.6,49.3
4198,24.0,6.0,21.0,5.8,10.5,16.0,21.5,27.0,32.5
4199,24.0,6.0,22.0,5.0,10.9,16.4,21.9,27.4,32.9
4200,24.0,6.0,23.0,5.4,10.0,15.2,20.4,25.6,30.8
4201,25.0,6.0,0.0,4.8,12.7,20.8,28.9,37.0,45.1
4202,25.0,6.0,1.0,4.6,11.7,18.4,25.1,31.8,38.5
4203,25.0,6.0,2.0,5.0,11.0,17.6,24.2,30.8,37.4
4204,25.0,6.0,3.0,4.4,11.4,16.8,22.2,27.6,33.0
4205,25.0,6.0,4.0,6.0,11.4,16.8,22.2,27.6,33.0
4206,25.0,6.0,5.0,6.0,12.1,19.6,27.1,34.6,42.1
4207,25.0,6.0,6.0,4.6,11.6,18.4,25.2,32.0,38.8
4208,25.0,6.0,7.0,4.8,31.1,57.2,83.3,109.4,135.5
4209,25.0,6.0,8.0,5.0,24.4,44.4,64.4,84.4,104.4
4210,25.0,6.0,9.0,4.4,16.5,28.0,39.5,51.0,62.5
4211,25.0,6.0,10.0,5.0,25.5,46.4,67.3,88.2,109.1
4212,25.0,6.0,11.0,4.6,14.3,24.0,33.7,43.4,53.1
4213,25.0,6.0,12.0,4.6,12.6,20.0,27.4,34.8,42.2
4214,25.0,6.0,13.0,5.2,11.3,18.0,24.7,31.4,38.1
4215,25.0,6.0,14.0,4.6,13.9,22.0,30.1,38.2,46.3
4216,25.0,6.0,15.0,5.8,11.2,17.2,23.2,29.2,35.2
4217,25.0,6.0,16.0,5.2,10.6,16.0,21.4,26.8,32.2
4218,25.0,6.0,17.0,5.2,10.1,15.2,20.3,25.4,30.5
4219,25.0,6.0,18.0,5.0,11.0,16.8,22.6,28.4,34.2
4220,25.0,6.0,19.0,5.2,11.1,16.8,22.5,28.2,33.9
4221,25.0,6.0,20.0,5.4,11.3,18.0,24.7,31.4,38.1
4222,25.0,6.0,21.0,4.6,10.4,15.2,20.0,24.8,29.6
4223,25.0,6.0,22.0,5.6,9.9,14.8,19.7,24.6,29.5
4224,25.0,6.0,23.0,5.0,10.8,16.8,22.8,28.8,34.8
4225,26.0,6.0,0.0,4.8,11.2,17.6,24.0,30.4,36.8
4226,26.0,6.0,1.0,4.8,10.4,16.4,22.4,28.4,34.4
4227,26.0,6.0,2.0,4.4,10.8,16.4,22.0,27.6,33.2
4228,26.0,6.0,3.0,5.2,11.2,18.0,24.8,31.6,38.4
4229,26.0,6.0,4.0,4.4,11.7,18.4,25.1,31.8,38.5
4230,26.0,6.0,5.0,5.0,12.2,19.2,26.2,33.2,40.2
4231,26.0,6.0,6.0,5.2,11.1,17.2,23.3,29.4,35.5
4232,26.0,6.0,7.0,5.0,12.1,18.4,24.7,31.0,37.3
4233,26.0,6.0,8.0,5.8,11.6,18.8,26.0,33.2,40.4
4234,26.0,6.0,9.0,4.4,10.5,8.4,6.3,4.2,2.1
4235,26.0,6.0,10.0,12.6,19.2,30.4,41.6,52.8,64.0
4236,26.0,6.0,11.0,8.0,16.8,26.8,36.8,46.8,56.8
4237,26.0,6.0,12.0,6.8,13.4,19.6,25.8,32.0,38.2
4238,26.0,6.0,13.0,7.2,13.6,19.6,25.6,31.6,37.6
4239,26.0,6.0,14.0,7.6,11.5,17.2,22.9,28.6,34.3
4240,26.0,6.0,15.0,5.8,11.6,18.4,25.2,32.0,38.8
4241,26.0,6.0,16.0,4.8,11.1,17.6,24.1,30.6,37.1
4242,26.0,6.0,17.0,4.6,10.1,15.2,20.3,25.4,30.5
4243,26.0,6.0,18.0,5.0,10.0,15.6,21.2,26.8,32.4
4244,26.0,6.0,19.0,4.4,10.0,14.4,18.8,23.2,27.6
4245,26.0,6.0,20.0,5.6,13.0,18.0,23.0,28.0,33.0
4246,26.0,6.0,21.0,8.0,15.1,17.6,20.1,22.6,25.1
4247,26.0,6.0,22.0,12.6,13.9,18.4,22.9,27.4,31.9
4248,26.0,6.0,23.0,9.4,11.8,15.2,18.6,22.0,25.4
4249,27.0,6.0,0.0,8.4,12.7,16.8,20.9,25.0,29.1
4250,27.0,6.0,1.0,8.6,12.4,19.6,26.8,34.0,41.2
4251,27.0,6.0,2.0,5.2,11.6,17.2,22.8,28.4,34.0
4252,27.0,6.0,3.0,6.0,12.3,19.2,26.1,33.0,39.9
4253,27.0,6.0,4.0,5.4,10.7,15.2,19.7,24.2,28.7
4254,27.0,6.0,5.0,6.2,11.1,16.8,22.5,28.2,33.9
4255,27.0,6.0,6.0,5.4,19.7,17.2,14.7,12.2,9.7
4256,27.0,6.0,7.0,22.2,21.4,16.4,11.4,6.4,1.4
4257,27.0,6.0,8.0,26.4,18.1,16.4,14.7,13.0,11.3
4258,27.0,6.0,9.0,19.8,16.0,12.8,9.6,6.4,3.2
4259,27.0,6.0,10.0,19.2,63.5,18.0,-27.5,-73.0,-118.5
4260,27.0,6.0,11.0,109.0,83.9,17.2,-49.5,-116.2,-182.9
4261,27.0,6.0,12.0,150.6,85.7,15.6,-54.5,-124.6,-194.7
4262,27.0,6.0,13.0,155.8,77.6,14.8,-48.0,-110.8,-173.6
4263,27.0,6.0,14.0,140.4,25.7,15.6,5.5,-4.6,-14.7
4264,27.0,6.0,15.0,35.8,64.2,18.4,-27.4,-73.2,-119.0
4265,27.0,6.0,16.0,110.0,68.6,15.6,-37.4,-90.4,-143.4
4266,27.0,6.0,17.0,121.6,87.5,16.4,-54.7,-125.8,-196.9
4267,27.0,6.0,18.0,158.6,89.9,14.8,-60.3,-135.4,-210.5
4268,27.0,6.0,19.0,165.0,88.1,15.6,-56.9,-129.4,-201.9
4269,27.0,6.0,20.0,160.6,91.4,17.6,-56.2,-130.0,-203.8
4270,27.0,6.0,21.0,165.2,87.2,16.8,-53.6,-124.0,-194.4
4271,27.0,6.0,22.0,157.6,101.0,18.8,-63.4,-145.6,-227.8
4272,27.0,6.0,23.0,183.2,91.1,15.6,-59.9,-135.4,-210.9
4273,28.0,6.0,0.0,166.6,42.6,17.6,-7.4,-32.4,-57.4
4274,28.0,6.0,1.0,67.6,58.7,16.8,-25.1,-67.0,-108.9
4275,28.0,6.0,2.0,100.6,82.0,18.4,-45.2,-108.8,-172.4
4276,28.0,6.0,3.0,145.6,93.5,16.4,-60.7,-137.8,-214.9
4277,28.0,6.0,4.0,170.6,88.2,14.4,-59.4,-133.2,-207.0
4278,28.0,6.0,5.0,162.0,94.6,28.8,-37.0,-102.8,-168.6
4279,28.0,6.0,6.0,160.4,126.1,105.6,85.1,64.6,44.1
4280,28.0,6.0,7.0,146.6,184.2,241.6,299.0,356.4,413.8
4281,28.0,6.0,8.0,126.8,197.0,283.6,370.2,456.8,543.4
4282,28.0,6.0,9.0,110.4,186.0,251.6,317.2,382.8,448.4
4283,28.0,6.0,10.0,120.4,195.8,240.0,284.2,328.4,372.6
4284,28.0,6.0,11.0,151.6,212.2,262.0,311.8,361.6,411.4
4285,28.0,6.0,12.0,162.4,220.9,266.0,311.1,356.2,401.3
4286,28.0,6.0,13.0,175.8,224.6,256.4,288.2,320.0,351.8
4287,28.0,6.0,14.0,192.8,231.0,267.2,303.4,339.6,375.8
4288,28.0,6.0,15.0,194.8,214.0,249.6,285.2,320.8,356.4
4289,28.0,6.0,16.0,178.4,205.7,231.2,256.7,282.2,307.7
4290,28.0,6.0,17.0,180.2,172.6,191.6,210.6,229.6,248.6
4291,28.0,6.0,18.0,153.6,174.6,202.8,231.0,259.2,287.4
4292,28.0,6.0,19.0,146.4,178.8,203.2,227.6,252.0,276.4
4293,28.0,6.0,20.0,154.4,177.9,206.8,235.7,264.6,293.5
4294,28.0,6.0,21.0,149.0,185.1,219.6,254.1,288.6,323.1
4295,28.0,6.0,22.0,150.6,194.0,226.4,258.8,291.2,323.6
4296,28.0,6.0,23.0,161.6,183.4,219.2,255.0,290.8,326.6
4297,29.0,6.0,0.0,147.6,184.0,212.0,240.0,268.0,296.0
4298,29.0,6.0,1.0,156.0,189.7,224.0,258.3,292.6,326.9
4299,29.0,6.0,2.0,155.4,197.0,230.0,263.0,296.0,329.0
4300,29.0,6.0,3.0,164.0,193.5,226.0,258.5,291.0,323.5
4301,29.0,6.0,4.0,161.0,195.5,224.0,252.5,281.0,309.5
4302,29.0,6.0,5.0,167.0,181.9,205.2,228.5,251.8,275.1
4303,29.0,6.0,6.0,158.6,186.8,200.4,214.0,227.6,241.2
4304,29.0,6.0,7.0,173.2,192.1,212.0,231.9,251.8,271.7
4305,29.0,6.0,8.0,172.2,197.3,224.0,250.7,277.4,304.1
4306,29.0,6.0,9.0,170.6,209.0,232.4,255.8,279.2,302.6
4307,29.0,6.0,10.0,185.6,271.2,359.2,447.2,535.2,623.2
4308,29.0,6.0,11.0,183.2,270.2,356.4,442.6,528.8,615.0
4309,29.0,6.0,12.0,184.0,268.9,352.8,436.7,520.6,604.5
4310,29.0,6.0,13.0,185.0,257.7,335.2,412.7,490.2,567.7
4311,29.0,6.0,14.0,180.2,254.9,333.6,412.3,491.0,569.7
4312,29.0,6.0,15.0,176.2,254.5,332.0,409.5,487.0,564.5
4313,29.0,6.0,16.0,177.0,258.3,341.2,424.1,507.0,589.9
4314,29.0,6.0,17.0,175.4,254.2,342.8,431.4,520.0,608.6
4315,29.0,6.0,18.0,165.6,252.2,332.0,411.8,491.6,571.4
4316,29.0,6.0,19.0,172.4,251.2,325.2,399.2,473.2,547.2
4317,29.0,6.0,20.0,177.2,249.0,328.4,407.8,487.2,566.6
4318,29.0,6.0,21.0,169.6,179.1,296.8,414.5,532.2,649.9
4319,29.0,6.0,22.0,61.4,78.3,152.0,225.7,299.4,373.1
4320,29.0,6.0,23.0,4.6,10.5,16.4,22.3,28.2,34.1
4321,30.0,6.0,0.0,4.6,11.4,18.0,24.6,31.2,37.8
4322,30.0,6.0,1.0,4.8,9.6,15.2,20.8,26.4,32.0
4323,30.0,6.0,2.0,4.0,9.4,14.0,18.6,23.2,27.8
4324,30.0,6.0,3.0,4.8,7.7,11.2,14.7,18.2,21.7
4325,30.0,6.0,4.0,4.2,7.2,9.6,12.0,14.4,16.8
4326,30.0,6.0,5.0,4.8,7.1,9.2,11.3,13.4,15.5
4327,30.0,6.0,6.0,5.0,10.8,10.8,10.8,10.8,10.8
4328,30.0,6.0,7.0,10.8,32.0,50.0,68.0,86.0,104.0
4329,30.0,6.0,8.0,14.0,12.7,10.0,7.3,4.6,1.9
4330,30.0,6.0,9.0,15.4,154.2,176.4,198.6,220.8,243.0
4331,30.0,6.0,10.0,132.0,229.0,325.2,421.4,517.6,613.8
4332,30.0,6.0,11.0,132.8,157.5,308.0,458.5,609.0,759.5
4333,30.0,6.0,12.0,7.0,153.9,301.2,448.5,595.8,743.1
4334,30.0,6.0,13.0,6.6,121.0,236.8,352.6,468.4,584.2
4335,30.0,6.0,14.0,5.2,12.7,20.4,28.1,35.8,43.5
4336,30.0,6.0,15.0,5.0,10.7,16.0,21.3,26.6,31.9
4337,30.0,6.0,16.0,5.4,8.1,11.6,15.1,18.6,22.1
4338,30.0,6.0,17.0,4.6,7.6,10.0,12.4,14.8,17.2
4339,30.0,6.0,18.0,5.2,6.9,9.2,11.5,13.8,16.1
4340,30.0,6.0,19.0,4.6,5.0,5.6,6.2,6.8,7.4
4341,30.0,6.0,20.0,4.4,5.5,5.6,5.7,5.8,5.9
4342,30.0,6.0,21.0,5.4,5.7,6.8,7.9,9.0,10.1
4343,30.0,6.0,22.0,4.6,6.0,6.8,7.6,8.4,9.2
4344,30.0,6.0,23.0,5.2,5.3,5.6,5.9,6.2,6.5
4345,1.0,7.0,0.0,5.0,32.6,6.8,-19.0,-44.8,-70.6
4346,1.0,7.0,1.0,58.4,72.9,6.0,-60.9,-127.8,-194.7
4347,1.0,7.0,2.0,139.8,70.7,7.2,-56.3,-119.8,-183.3
4348,1.0,7.0,3.0,134.2,72.9,6.8,-59.3,-125.4,-191.5
4349,1.0,7.0,4.0,139.0,74.3,8.8,-56.7,-122.2,-187.7
4350,1.0,7.0,5.0,139.8,78.8,14.0,-50.8,-115.6,-180.4
4351,1.0,7.0,6.0,143.6,169.6,191.2,212.8,234.4,256.0
4352,1.0,7.0,7.0,148.0,191.3,226.4,261.5,296.6,331.7
4353,1.0,7.0,8.0,156.2,190.3,232.0,273.7,315.4,357.1
4354,1.0,7.0,9.0,148.6,181.5,262.0,342.5,423.0,503.5
4355,1.0,7.0,10.0,101.0,195.1,291.2,387.3,483.4,579.5
4356,1.0,7.0,11.0,99.0,198.0,296.0,394.0,492.0,590.0
4357,1.0,7.0,12.0,100.0,192.9,312.4,431.9,551.4,670.9
4358,1.0,7.0,13.0,73.4,174.0,336.8,499.6,662.4,825.2
4359,1.0,7.0,14.0,11.2,180.0,350.4,520.8,691.2,861.6
4360,1.0,7.0,15.0,9.6,168.0,326.8,485.6,644.4,803.2
4361,1.0,7.0,16.0,9.2,160.7,314.4,468.1,621.8,775.5
4362,1.0,7.0,17.0,7.0,168.0,328.8,489.6,650.4,811.2
4363,1.0,7.0,18.0,7.2,166.5,327.2,487.9,648.6,809.3
4364,1.0,7.0,19.0,5.8,169.9,335.2,500.5,665.8,831.1
4365,1.0,7.0,20.0,4.6,147.0,288.4,429.8,571.2,712.6
4366,1.0,7.0,21.0,5.6,91.7,178.8,265.9,353.0,440.1
4367,1.0,7.0,22.0,4.6,17.0,28.8,40.6,52.4,64.2
4368,1.0,7.0,23.0,5.2,18.3,31.6,44.9,58.2,71.5
4369,2.0,7.0,0.0,5.0,14.7,25.2,35.7,46.2,56.7
4370,2.0,7.0,1.0,4.2,13.8,22.4,31.0,39.6,48.2
4371,2.0,7.0,2.0,5.2,12.0,19.6,27.2,34.8,42.4
4372,2.0,7.0,3.0,4.4,12.4,19.6,26.8,34.0,41.2
4373,2.0,7.0,4.0,5.2,13.0,21.2,29.4,37.6,45.8
4374,2.0,7.0,5.0,4.8,12.4,20.0,27.6,35.2,42.8
4375,2.0,7.0,6.0,4.8,26.9,49.2,71.5,93.8,116.1
4376,2.0,7.0,7.0,4.6,99.8,195.2,290.6,386.0,481.4
4377,2.0,7.0,8.0,4.4,125.7,246.0,366.3,486.6,606.9
4378,2.0,7.0,9.0,5.4,14.4,24.4,34.4,44.4,54.4
4379,2.0,7.0,10.0,4.4,14.6,24.0,33.4,42.8,52.2
4380,2.0,7.0,11.0,5.2,16.0,27.2,38.4,49.6,60.8
4381,2.0,7.0,12.0,4.8,15.2,26.0,36.8,47.6,58.4
4382,2.0,7.0,13.0,4.4,14.4,24.0,33.6,43.2,52.8
4383,2.0,7.0,14.0,4.8,14.1,24.0,33.9,43.8,53.7
4384,2.0,7.0,15.0,4.2,12.4,19.6,26.8,34.0,41.2
4385,2.0,7.0,16.0,5.2,10.2,16.0,21.8,27.6,33.4
4386,2.0,7.0,17.0,4.4,12.4,20.0,27.6,35.2,42.8
4387,2.0,7.0,18.0,4.8,11.8,18.4,25.0,31.6,38.2
4388,2.0,7.0,19.0,5.2,11.2,18.4,25.6,32.8,40.0
4389,2.0,7.0,20.0,4.0,10.7,16.4,22.1,27.8,33.5
4390,2.0,7.0,21.0,5.0,11.5,18.4,25.3,32.2,39.1
4391,2.0,7.0,22.0,4.6,14.8,24.4,34.0,43.6,53.2
4392,2.0,7.0,23.0,5.2,12.0,18.0,24.0,30.0,36.0
4393,3.0,7.0,0.0,6.0,13.0,20.4,27.8,35.2,42.6
4394,3.0,7.0,1.0,5.6,14.3,24.0,33.7,43.4,53.1
4395,3.0,7.0,2.0,4.6,14.6,21.2,27.8,34.4,41.0
4396,3.0,7.0,3.0,8.0,14.5,21.2,27.9,34.6,41.3
4397,3.0,7.0,4.0,7.8,13.3,17.2,21.1,25.0,28.9
4398,3.0,7.0,5.0,9.4,16.4,19.6,22.8,26.0,29.2
4399,3.0,7.0,6.0,13.2,18.6,19.2,19.8,20.4,21.0
4400,3.0,7.0,7.0,18.0,22.8,19.2,15.6,12.0,8.4
4401,3.0,7.0,8.0,26.4,16.5,17.2,17.9,18.6,19.3
4402,3.0,7.0,9.0,15.8,15.6,18.0,20.4,22.8,25.2
4403,3.0,7.0,10.0,13.2,20.4,19.2,18.0,16.8,15.6
4404,3.0,7.0,11.0,21.6,15.4,17.6,19.8,22.0,24.2
4405,3.0,7.0,12.0,13.2,14.7,17.6,20.5,23.4,26.3
4406,3.0,7.0,13.0,11.8,14.8,16.8,18.8,20.8,22.8
4407,3.0,7.0,14.0,12.8,12.2,19.6,27.0,34.4,41.8
4408,3.0,7.0,15.0,4.8,12.3,20.4,28.5,36.6,44.7
4409,3.0,7.0,16.0,4.2,11.0,17.6,24.2,30.8,37.4
4410,3.0,7.0,17.0,4.4,10.5,16.8,23.1,29.4,35.7
4411,3.0,7.0,18.0,4.2,10.9,17.6,24.3,31.0,37.7
4412,3.0,7.0,19.0,4.2,12.0,20.0,28.0,36.0,44.0
4413,3.0,7.0,20.0,4.0,11.2,18.0,24.8,31.6,38.4
4414,3.0,7.0,21.0,4.4,12.0,19.2,26.4,33.6,40.8
4415,3.0,7.0,22.0,4.8,10.8,17.6,24.4,31.2,38.0
4416,3.0,7.0,23.0,4.0,12.4,20.4,28.4,36.4,44.4
4417,4.0,7.0,0.0,4.4,11.3,18.8,26.3,33.8,41.3
4418,4.0,7.0,1.0,3.8,10.8,17.2,23.6,30.0,36.4
4419,4.0,7.0,2.0,4.4,9.8,16.0,22.2,28.4,34.6
4420,4.0,7.0,3.0,3.6,12.2,20.0,27.8,35.6,43.4
4421,4.0,7.0,4.0,4.4,11.9,19.6,27.3,35.0,42.7
4422,4.0,7.0,5.0,4.2,10.7,17.2,23.7,30.2,36.7
4423,4.0,7.0,6.0,4.2,11.8,16.4,21.0,25.6,30.2
4424,4.0,7.0,7.0,7.2,11.6,16.8,22.0,27.2,32.4
4425,4.0,7.0,8.0,6.4,12.3,16.8,21.3,25.8,30.3
4426,4.0,7.0,9.0,7.8,13.6,20.4,27.2,34.0,40.8
4427,4.0,7.0,10.0,6.8,11.7,17.6,23.5,29.4,35.3
4428,4.0,7.0,11.0,5.8,12.0,17.6,23.2,28.8,34.4
4429,4.0,7.0,12.0,6.4,10.8,16.0,21.2,26.4,31.6
4430,4.0,7.0,13.0,5.6,12.5,19.2,25.9,32.6,39.3
4431,4.0,7.0,14.0,5.8,12.1,18.4,24.7,31.0,37.3
4432,4.0,7.0,15.0,5.8,11.7,17.6,23.5,29.4,35.3
4433,4.0,7.0,16.0,5.8,77.2,145.6,214.0,282.4,350.8
4434,4.0,7.0,17.0,8.8,106.9,204.0,301.1,398.2,495.3
4435,4.0,7.0,18.0,9.8,119.6,230.0,340.4,450.8,561.2
4436,4.0,7.0,19.0,9.2,110.8,214.4,318.0,421.6,525.2
4437,4.0,7.0,20.0,7.2,125.5,244.0,362.5,481.0,599.5
4438,4.0,7.0,21.0,7.0,129.7,252.8,375.9,499.0,622.1
4439,4.0,7.0,22.0,6.6,133.3,262.0,390.7,519.4,648.1
4440,4.0,7.0,23.0,4.6,130.4,256.4,382.4,508.4,634.4
4441,5.0,7.0,0.0,4.4,131.2,257.2,383.2,509.2,635.2
4442,5.0,7.0,1.0,5.2,117.2,208.0,298.8,389.6,480.4
4443,5.0,7.0,2.0,26.4,123.5,203.6,283.7,363.8,443.9
4444,5.0,7.0,3.0,43.4,128.0,221.6,315.2,408.8,502.4
4445,5.0,7.0,4.0,34.4,146.0,214.0,282.0,350.0,418.0
4446,5.0,7.0,5.0,78.0,176.3,207.6,238.9,270.2,301.5
4447,5.0,7.0,6.0,145.0,192.2,214.8,237.4,260.0,282.6
4448,5.0,7.0,7.0,169.6,209.9,252.8,295.7,338.6,381.5
4449,5.0,7.0,8.0,167.0,173.7,240.8,307.9,375.0,442.1
4450,5.0,7.0,9.0,106.6,178.0,232.0,286.0,340.0,394.0
4451,5.0,7.0,10.0,124.0,178.3,239.6,300.9,362.2,423.5
4452,5.0,7.0,11.0,117.0,184.6,252.0,319.4,386.8,454.2
4453,5.0,7.0,12.0,117.2,209.2,273.6,338.0,402.4,466.8
4454,5.0,7.0,13.0,144.8,197.5,251.2,304.9,358.6,412.3
4455,5.0,7.0,14.0,143.8,195.6,234.4,273.2,312.0,350.8
4456,5.0,7.0,15.0,156.8,190.1,198.4,206.7,215.0,223.3
4457,5.0,7.0,16.0,181.8,107.7,28.4,-50.9,-130.2,-209.5
4458,5.0,7.0,17.0,187.0,99.2,16.8,-65.6,-148.0,-230.4
4459,5.0,7.0,18.0,181.6,95.7,16.4,-62.9,-142.2,-221.5
4460,5.0,7.0,19.0,175.0,123.4,64.4,5.4,-53.6,-112.6
4461,5.0,7.0,20.0,182.4,243.8,315.6,387.4,459.2,531.0
4462,5.0,7.0,21.0,172.0,272.2,359.6,447.0,534.4,621.8
4463,5.0,7.0,22.0,184.8,236.4,355.2,474.0,592.8,711.6
4464,5.0,7.0,23.0,117.6,200.6,367.2,533.8,700.4,867.0
4465,6.0,7.0,0.0,34.0,199.2,356.8,514.4,672.0,829.6
4466,6.0,7.0,1.0,41.6,198.8,356.0,513.2,670.4,827.6
4467,6.0,7.0,2.0,41.6,233.4,353.2,473.0,592.8,712.6
4468,6.0,7.0,3.0,113.6,243.5,348.0,452.5,557.0,661.5
4469,6.0,7.0,4.0,139.0,244.9,348.4,451.9,555.4,658.9
4470,6.0,7.0,5.0,141.4,248.9,342.4,435.9,529.4,622.9
4471,6.0,7.0,6.0,155.4,260.1,339.2,418.3,497.4,576.5
4472,6.0,7.0,7.0,181.0,244.2,338.0,431.8,525.6,619.4
4473,6.0,7.0,8.0,150.4,253.0,318.8,384.6,450.4,516.2
4474,6.0,7.0,9.0,187.2,253.4,316.0,378.6,441.2,503.8
4475,6.0,7.0,10.0,190.8,271.2,346.4,421.6,496.8,572.0
4476,6.0,7.0,11.0,196.0,257.5,329.6,401.7,473.8,545.9
4477,6.0,7.0,12.0,185.4,225.2,269.2,313.2,357.2,401.2
4478,6.0,7.0,13.0,181.2,117.2,52.0,-13.2,-78.4,-143.6
4479,6.0,7.0,14.0,182.4,123.1,75.2,27.3,-20.6,-68.5
4480,6.0,7.0,15.0,171.0,92.3,19.2,-53.9,-127.0,-200.1
4481,6.0,7.0,16.0,165.4,102.1,16.0,-70.1,-156.2,-242.3
4482,6.0,7.0,17.0,188.2,93.7,11.2,-71.3,-153.8,-236.3
4483,6.0,7.0,18.0,176.2,92.0,9.6,-72.8,-155.2,-237.6
4484,6.0,7.0,19.0,174.4,88.6,10.4,-67.8,-146.0,-224.2
4485,6.0,7.0,20.0,166.8,83.0,6.4,-70.2,-146.8,-223.4
4486,6.0,7.0,21.0,159.6,89.6,8.8,-72.0,-152.8,-233.6
4487,6.0,7.0,22.0,170.4,91.9,7.2,-77.5,-162.2,-246.9
4488,6.0,7.0,23.0,176.6,88.4,6.8,-74.8,-156.4,-238.0
4489,7.0,7.0,0.0,170.0,89.6,8.0,-73.6,-155.2,-236.8
4490,7.0,7.0,1.0,171.2,98.1,6.0,-86.1,-178.2,-270.3
4491,7.0,7.0,2.0,190.2,103.6,6.8,-90.0,-186.8,-283.6
4492,7.0,7.0,3.0,200.4,92.8,7.6,-77.6,-162.8,-248.0
4493,7.0,7.0,4.0,178.0,76.3,6.8,-62.7,-132.2,-201.7
4494,7.0,7.0,5.0,145.8,68.9,8.4,-52.1,-112.6,-173.1
4495,7.0,7.0,6.0,129.4,99.4,37.2,-25.0,-87.2,-149.4
4496,7.0,7.0,7.0,161.6,121.8,70.0,18.2,-33.6,-85.4
4497,7.0,7.0,8.0,173.6,73.0,12.8,-47.4,-107.6,-167.8
4498,7.0,7.0,9.0,133.2,12.8,13.2,13.6,14.0,14.4
4499,7.0,7.0,10.0,12.4,10.8,11.6,12.4,13.2,14.0
